passenger_id,arrival_time,screening_start,screening_end,wait_time_hr,wait_time_min,screening_time_min,total_time_min,checkpoint_id,passenger_type,secondary_check,queue_at_arrival,day,hour,hourly_factor,miss_flight_risk,sla_met,is_peak,long_wait
318557,2775.206,2775.8984,2775.9219,0.6924,41.54,1.41,42.96,1,Standard,0,4,155,8,1.5,1,0,1,1
427283,3721.9568,3723.2091,3723.2362,1.2523,75.14,1.62,76.76,2,Standard,0,4,207,18,1.3,1,0,1,1
203379,1774.3986,1775.4714,1775.492,1.0728,64.37,1.23,65.6,2,Standard,0,4,99,15,0.8,1,0,0,1
706094,6158.617,6159.0239,6159.0398,0.4069,24.41,0.95,25.36,1,Standard,0,4,343,7,1.4,1,0,1,1
549147,4785.8515,4787.2789,4787.3044,1.4274,85.64,1.53,87.17,3,Standard,0,4,266,20,0.8,1,0,0,1
537705,4688.1068,4688.855,4688.9919,0.7481,44.89,8.21,53.1,2,Enhanced,0,4,261,13,1.0,1,0,0,1
240094,2095.0304,2095.592,2095.6177,0.5617,33.7,1.54,35.24,5,Priority,0,4,117,12,1.1,1,0,0,1
211527,1843.3736,1844.0781,1844.1174,0.7044,42.27,2.36,44.63,2,Standard,0,4,103,12,1.1,1,0,0,1
634478,5534.0353,5534.1866,5534.2081,0.1513,9.08,1.29,10.37,4,Standard,0,4,308,13,1.0,0,1,0,0
673142,5871.5228,5872.5658,5872.5963,1.043,62.58,1.83,64.41,5,Standard,0,4,327,8,1.5,1,0,1,1
582374,5079.8071,5080.5483,5080.5665,0.7413,44.48,1.09,45.56,1,Priority,0,4,283,8,1.5,1,0,1,1
144955,1262.0071,1262.0071,1262.3378,0.0,0.0,19.84,19.84,2,Enhanced,1,3,71,7,1.4,0,1,1,0
372615,3246.1796,3247.3559,3247.3982,1.1763,70.58,2.54,73.11,1,Standard,0,4,181,11,1.0,1,0,0,1
89168,773.9706,773.9706,774.0322,0.0,0.0,3.7,3.7,5,Standard,0,2,43,22,0.3,0,1,0,0
215939,1881.8148,1881.8148,1881.8372,0.0,0.0,1.34,1.34,5,Priority,0,2,105,14,0.7,0,1,0,0
606192,5286.3446,5286.9842,5287.0256,0.6396,38.38,2.48,40.86,3,Priority,0,4,294,17,1.4,1,0,1,1
64849,563.5543,564.4683,564.5006,0.914,54.84,1.93,56.77,4,Priority,0,4,32,10,0.8,1,0,0,1
256911,2242.2397,2242.7386,2242.7562,0.4989,29.93,1.06,30.99,5,Standard,0,4,125,15,0.8,1,0,0,1
82227,713.8427,714.1319,714.1903,0.2892,17.35,3.5,20.86,3,Standard,0,4,40,16,1.2,1,0,1,1
23966,207.2183,207.629,207.6623,0.4107,24.64,1.99,26.64,5,Standard,0,4,12,14,0.7,1,0,0,1
607619,5298.639,5299.1132,5299.5226,0.4743,28.46,24.56,53.02,2,Enhanced,1,4,295,11,1.0,1,0,0,1
104224,904.5084,905.2219,905.2695,0.7136,42.81,2.86,45.67,2,Standard,0,4,51,9,1.2,1,0,1,1
140447,1219.306,1219.9968,1220.0133,0.6909,41.45,0.99,42.44,2,Standard,0,4,68,18,1.3,1,0,1,1
307545,2678.512,2679.9934,2680.0086,1.4814,88.89,0.91,89.8,5,Standard,0,4,149,19,1.1,1,0,0,1
747820,6520.3855,6521.5075,6521.5271,1.122,67.32,1.17,68.5,5,Standard,0,4,363,9,1.2,1,0,1,1
518497,4521.3188,4521.538,4521.5688,0.2193,13.16,1.85,15.0,3,Standard,0,4,252,8,1.5,0,0,1,1
191185,1668.0006,1668.7577,1668.7771,0.7571,45.43,1.16,46.59,2,Standard,0,4,93,17,1.4,1,0,1,1
650535,5674.1432,5675.317,5675.5441,1.1738,70.43,13.62,84.05,5,Enhanced,1,4,316,9,1.2,1,0,1,1
737100,6428.6983,6429.0115,6429.0875,0.3132,18.79,4.56,23.35,1,Enhanced,0,4,358,7,1.4,1,0,1,1
377461,3288.3306,3288.757,3289.0456,0.4264,25.58,17.31,42.9,5,Enhanced,1,4,183,17,1.4,1,0,1,1
88401,767.3498,768.0585,768.0849,0.7087,42.52,1.58,44.11,5,Standard,0,4,43,16,1.2,1,0,1,1
368677,3211.5281,3211.7511,3211.7921,0.223,13.38,2.46,15.84,3,Priority,0,4,179,12,1.1,0,0,0,1
577828,5038.3998,5039.0628,5039.0925,0.6629,39.77,1.78,41.56,2,Standard,0,4,280,21,0.5,1,0,0,1
215394,1876.8048,1877.313,1877.3198,0.5082,30.49,0.41,30.9,1,Priority,0,4,105,9,1.2,1,0,1,1
667851,5824.9251,5825.2594,5825.272,0.3343,20.06,0.76,20.82,4,Standard,0,4,324,15,0.8,1,0,0,1
634144,5531.264,5531.6909,5531.7182,0.4269,25.61,1.64,27.25,1,Standard,0,4,308,10,0.8,1,0,0,1
443949,3865.9414,3866.9812,3867.0373,1.0398,62.39,3.36,65.75,4,Enhanced,0,4,215,18,1.3,1,0,1,1
304702,2654.8899,2656.4496,2656.4712,1.5597,93.58,1.3,94.88,2,Standard,0,4,148,13,1.0,1,0,0,1
355959,3102.1882,3102.8844,3102.9154,0.6962,41.77,1.86,43.63,5,Standard,0,4,173,11,1.0,1,0,0,1
652267,5690.128,5690.1669,5690.1955,0.0388,2.33,1.72,4.05,4,Standard,0,4,317,7,1.4,0,1,1,0
699714,6101.3992,6101.9015,6101.9177,0.5023,30.14,0.98,31.11,1,Standard,0,4,339,22,0.3,1,0,0,1
557713,4863.6346,4864.0044,4864.0425,0.3698,22.19,2.29,24.48,4,Standard,0,4,271,8,1.5,1,0,1,1
511902,4462.0383,4463.4088,4463.4425,1.3705,82.23,2.03,84.25,3,Standard,0,4,248,21,0.5,1,0,0,1
438012,3814.2998,3815.8965,3815.9167,1.5968,95.81,1.21,97.02,1,Standard,0,4,212,21,0.5,1,0,0,1
423611,3692.2916,3692.3407,3692.3775,0.049,2.94,2.21,5.15,5,Standard,0,4,206,7,1.4,0,1,1,0
686026,5983.0643,5983.5565,5983.6029,0.4922,29.53,2.78,32.32,4,Standard,0,4,333,12,1.1,1,0,0,1
411024,3583.7486,3583.8471,3583.8853,0.0985,5.91,2.29,8.2,5,Standard,0,4,200,6,0.8,0,1,0,0
269295,2348.3423,2349.7637,2349.7928,1.4214,85.29,1.75,87.03,3,Standard,0,4,131,13,1.0,1,0,0,1
674756,5883.9612,5885.6522,5885.6793,1.6909,101.45,1.63,103.08,5,Standard,0,4,327,20,0.8,1,0,0,1
529406,4615.4898,4616.2301,4616.2641,0.7404,44.42,2.04,46.46,1,Standard,0,4,257,12,1.1,1,0,0,1
481298,4194.0328,4194.0328,4194.0645,0.0,0.0,1.9,1.9,1,Standard,0,2,234,5,0.3,0,1,0,0
304496,2653.3712,2654.8122,2654.8331,1.4411,86.46,1.25,87.72,5,Standard,0,4,148,12,1.1,1,0,0,1
76355,662.0992,663.6214,663.6403,1.5222,91.33,1.13,92.47,3,Standard,0,4,37,19,1.1,1,0,0,1
235451,2054.8151,2055.2422,2055.2731,0.4271,25.63,1.85,27.48,4,Standard,0,4,115,7,1.4,1,0,1,1
739673,6450.6335,6451.6309,6451.6656,0.9974,59.84,2.08,61.93,4,Standard,0,4,359,11,1.0,1,0,0,1
587088,5120.7116,5121.8516,5121.8855,1.14,68.4,2.03,70.43,1,Standard,0,4,285,13,1.0,1,0,0,1
535277,4666.8836,4668.2049,4668.2585,1.3214,79.28,3.21,82.5,3,Standard,0,4,260,9,1.2,1,0,1,1
212714,1853.9179,1853.9179,1853.9634,0.0,0.0,2.73,2.73,1,Standard,0,0,103,22,0.3,0,1,0,0
255440,2228.3031,2229.2412,2229.3168,0.9381,56.29,4.53,60.82,5,Standard,0,4,124,19,1.1,1,0,0,1
721538,6291.6286,6293.0162,6293.0561,1.3876,83.26,2.39,85.65,2,Standard,0,4,350,14,0.7,1,0,0,1
701492,6116.2634,6117.0561,6117.0789,0.7928,47.57,1.37,48.93,3,Standard,0,4,340,19,1.1,1,0,0,1
721277,6289.4856,6290.72,6290.7493,1.2344,74.07,1.75,75.82,2,Standard,0,4,350,12,1.1,1,0,0,1
420151,3661.4692,3661.9048,3661.9263,0.4356,26.14,1.29,27.43,1,Priority,0,4,204,12,1.1,1,0,0,1
397089,3461.088,3461.9479,3461.9798,0.8599,51.59,1.91,53.51,3,Standard,0,4,193,10,0.8,1,0,0,1
21277,184.2214,185.34,185.3751,1.1186,67.11,2.1,69.22,1,Standard,0,4,11,9,1.2,1,0,1,1
406648,3542.8051,3544.4343,3544.4514,1.6292,97.75,1.03,98.78,1,Priority,0,4,197,19,1.1,1,0,0,1
171691,1496.4715,1496.5834,1496.595,0.1119,6.72,0.7,7.41,3,Crew,0,4,84,7,1.4,0,1,1,0
257619,2247.3586,2248.7329,2248.8421,1.3743,82.46,6.55,89.01,3,Enhanced,0,4,125,20,0.8,1,0,0,1
447932,3900.9655,3902.1347,3902.1596,1.1691,70.15,1.5,71.65,5,Standard,0,4,217,17,1.4,1,0,1,1
139582,1212.0227,1212.755,1212.7713,0.7322,43.93,0.98,44.92,3,Priority,0,4,68,11,1.0,1,0,0,1
496422,4327.1528,4327.9836,4328.0056,0.8308,49.85,1.32,51.17,1,Standard,0,4,241,12,1.1,1,0,0,1
196439,1714.5731,1715.9247,1715.9789,1.3515,81.09,3.26,84.35,5,Standard,0,4,96,9,1.2,1,0,1,1
141809,1231.7736,1232.5009,1232.5419,0.7273,43.64,2.46,46.1,1,Standard,0,4,69,12,1.1,1,0,0,1
272274,2374.5612,2374.785,2374.8176,0.2238,13.43,1.95,15.38,1,Standard,0,4,132,21,0.5,0,0,0,1
456653,3979.3836,3979.3981,3979.4214,0.0145,0.87,1.4,2.27,4,Standard,0,4,222,6,0.8,0,1,0,0
180981,1577.7776,1578.1023,1578.1296,0.3247,19.48,1.64,21.12,4,Standard,0,4,88,16,1.2,1,0,1,1
59814,518.9355,519.9618,519.9965,1.0263,61.58,2.08,63.67,3,Standard,0,4,29,19,1.1,1,0,0,1
454425,3957.9534,3959.1845,3959.2044,1.2311,73.87,1.2,75.06,4,Priority,0,4,220,20,0.8,1,0,0,1
315613,2748.9118,2750.2274,2750.263,1.3155,78.93,2.14,81.07,2,Standard,0,4,153,17,1.4,1,0,1,1
25880,223.7472,224.5805,224.6138,0.8333,50.0,2.0,52.0,3,Standard,0,4,13,12,1.1,1,0,0,1
185033,1613.8828,1614.1154,1614.1531,0.2326,13.95,2.27,16.22,3,Standard,0,4,90,16,1.2,0,0,1,1
719679,6275.1811,6275.8091,6275.8333,0.628,37.68,1.45,39.13,2,Priority,0,4,349,16,1.2,1,0,1,1
440745,3838.8304,3839.7746,3839.801,0.9442,56.65,1.58,58.23,3,Priority,0,4,214,9,1.2,1,0,1,1
679337,5925.2521,5925.7175,5925.7434,0.4654,27.92,1.55,29.48,1,Standard,0,4,330,8,1.5,1,0,1,1
94511,820.2913,821.0697,821.1091,0.7784,46.7,2.36,49.07,2,Standard,0,4,46,15,0.8,1,0,0,1
441373,3843.87,3844.6227,3844.657,0.7527,45.16,2.06,47.22,5,Standard,0,4,214,14,0.7,1,0,0,1
50703,439.9129,440.7844,440.8066,0.8716,52.3,1.33,53.62,1,Standard,0,4,25,12,1.1,1,0,0,1
418201,3643.9976,3645.2143,3645.2474,1.2167,73.0,1.99,74.99,4,Standard,0,4,203,12,1.1,1,0,0,1
357400,3115.7548,3115.7548,3115.7821,0.0,0.0,1.64,1.64,1,Priority,0,4,174,6,0.8,0,1,0,0
47763,414.5666,415.0322,415.0774,0.4656,27.94,2.71,30.65,4,Standard,0,4,24,5,0.3,1,0,0,1
481778,4197.831,4198.9316,4198.9668,1.1006,66.03,2.11,68.15,2,Priority,0,4,234,8,1.5,1,0,1,1
568779,4959.5954,4960.873,4960.8936,1.2776,76.66,1.23,77.89,1,Standard,0,4,276,14,0.7,1,0,0,1
457287,3984.0731,3985.11,3985.1365,1.037,62.22,1.58,63.8,5,Priority,0,4,222,11,1.0,1,0,0,1
590724,5152.246,5153.022,5153.0397,0.776,46.56,1.06,47.62,2,Priority,0,4,287,9,1.2,1,0,1,1
301467,2628.0486,2628.0486,2628.0938,0.0,0.0,2.71,2.71,5,Standard,0,1,147,5,0.3,0,1,0,0
49004,425.221,425.263,425.2852,0.0421,2.52,1.33,3.86,3,Standard,0,4,24,16,1.2,0,1,1,0
312028,2720.1729,2720.2979,2720.3119,0.1249,7.5,0.84,8.34,5,Standard,0,4,152,7,1.4,0,1,1,0
650925,5677.4452,5678.4417,5678.5104,0.9965,59.79,4.13,63.91,3,Enhanced,0,4,316,12,1.1,1,0,0,1
16816,146.2691,146.2917,146.321,0.0227,1.36,1.76,3.12,3,Standard,0,4,9,7,1.4,0,1,1,0
527817,4601.7364,4601.8466,4601.8646,0.1101,6.61,1.08,7.69,1,Standard,0,4,256,16,1.2,0,1,1,0
675569,5891.8854,5892.5578,5892.6081,0.6724,40.34,3.02,43.36,5,Standard,0,4,328,10,0.8,1,0,0,1
577228,5033.6848,5034.4463,5034.4974,0.7615,45.69,3.07,48.75,1,Standard,0,4,280,16,1.2,1,0,1,1
27082,235.6258,235.6297,235.6499,0.0039,0.24,1.21,1.45,3,Standard,0,4,14,6,0.8,0,1,0,0
386894,3370.728,3371.9083,3371.9528,1.1804,70.82,2.67,73.49,4,Standard,0,4,188,9,1.2,1,0,1,1
421552,3674.6117,3674.8252,3674.8543,0.2134,12.8,1.75,14.56,2,Standard,0,4,205,7,1.4,0,0,1,1
248866,2172.0057,2172.3728,2172.3905,0.3671,22.03,1.06,23.09,1,Standard,0,4,121,17,1.4,1,0,1,1
178967,1559.8037,1560.3876,1560.4205,0.584,35.04,1.97,37.01,1,Standard,0,4,87,16,1.2,1,0,1,1
287238,2505.2445,2505.8009,2505.8528,0.5564,33.39,3.11,36.5,3,Enhanced,0,4,140,8,1.5,1,0,1,1
381828,3325.4404,3326.0788,3326.0988,0.6385,38.31,1.2,39.51,5,Standard,0,4,185,18,1.3,1,0,1,1
551532,4808.5724,4808.9352,4808.9527,0.3627,21.76,1.05,22.82,3,Priority,0,4,268,7,1.4,1,0,1,1
483314,4212.0593,4212.0593,4212.097,0.0,0.0,2.26,2.26,2,Standard,0,0,235,5,0.3,0,1,0,0
437419,3809.9872,3811.2236,3811.2367,1.2364,74.18,0.79,74.97,1,Standard,0,4,212,16,1.2,1,0,1,1
567307,4946.088,4947.2716,4947.3766,1.1836,71.01,6.3,77.32,5,Enhanced,0,4,275,19,1.1,1,0,0,1
164079,1429.0463,1430.1362,1430.1744,1.0899,65.39,2.29,67.69,5,Standard,0,4,80,12,1.1,1,0,0,1
283573,2472.7617,2473.7595,2473.7936,0.9978,59.87,2.05,61.92,4,Standard,0,4,138,11,1.0,1,0,0,1
291943,2545.8481,2546.2744,2546.3073,0.4263,25.58,1.97,27.55,5,Standard,0,4,142,12,1.1,1,0,0,1
491665,4287.0154,4287.3227,4287.3524,0.3073,18.44,1.78,20.22,5,Priority,0,4,239,8,1.5,1,0,1,1
145413,1265.0859,1265.9062,1265.9224,0.8203,49.22,0.97,50.19,5,Standard,0,4,71,10,0.8,1,0,0,1
615086,5365.8545,5365.8545,5365.8733,0.0,0.0,1.12,1.12,4,Standard,0,0,299,6,0.8,0,1,0,0
667798,5824.2814,5824.8382,5824.8654,0.5568,33.41,1.63,35.04,4,Standard,0,4,324,15,0.8,1,0,0,1
664618,5797.7043,5797.707,5797.715,0.0027,0.16,0.48,0.64,1,Standard,0,4,323,6,0.8,0,1,0,0
647454,5647.2687,5647.7514,5647.7743,0.4828,28.97,1.38,30.34,5,Crew,0,4,314,18,1.3,1,0,1,1
580891,5066.3707,5067.1456,5067.179,0.7749,46.49,2.0,48.5,1,Standard,0,4,282,13,1.0,1,0,0,1
729179,6357.8324,6358.7014,6358.7234,0.869,52.14,1.32,53.46,4,Priority,0,4,354,8,1.5,1,0,1,1
344478,3000.0612,3001.416,3001.4479,1.3548,81.29,1.91,83.2,2,Standard,0,4,167,17,1.4,1,0,1,1
576015,5024.4914,5024.7443,5024.9592,0.2529,15.17,12.9,28.07,1,Enhanced,1,4,280,7,1.4,1,0,1,1
695824,6068.5857,6068.9887,6069.0114,0.4029,24.18,1.36,25.54,4,Standard,0,4,338,7,1.4,1,0,1,1
106873,927.4474,928.1711,928.189,0.7237,43.42,1.08,44.5,4,Priority,0,4,52,14,0.7,1,0,0,1
39270,340.8598,342.786,342.8627,1.9262,115.57,4.6,120.17,3,Enhanced,0,4,19,21,0.5,1,0,0,1
427644,3726.4489,3726.4489,3726.6633,0.0,0.0,12.87,12.87,4,Enhanced,1,2,208,5,0.3,0,1,0,0
424742,3700.6693,3701.3739,3701.4029,0.7046,42.28,1.74,44.02,5,Standard,0,4,206,15,0.8,1,0,0,1
56036,488.4505,488.7631,488.7918,0.3126,18.76,1.72,20.48,2,Priority,0,4,28,7,1.4,1,0,1,1
487835,4252.2698,4253.2596,4253.2845,0.9898,59.39,1.5,60.88,5,Standard,0,4,237,9,1.2,1,0,1,1
67077,582.8813,583.6053,583.7619,0.7241,43.44,9.39,52.84,4,Enhanced,0,4,33,11,1.0,1,0,0,1
17591,151.6617,152.6171,152.6499,0.9555,57.33,1.97,59.29,4,Standard,0,4,9,12,1.1,1,0,0,1
362158,3155.1373,3155.9101,3155.961,0.7728,46.37,3.05,49.42,4,Standard,0,4,176,10,0.8,1,0,0,1
65867,571.79,573.1679,573.3177,1.3779,82.68,8.99,91.66,4,Enhanced,0,4,32,18,1.3,1,0,1,1
556330,4850.5444,4851.1179,4851.1631,0.5734,34.41,2.71,37.12,1,Standard,0,4,270,13,1.0,1,0,0,1
587517,5124.5509,5125.4911,5125.5223,0.9401,56.41,1.88,58.29,3,Standard,0,4,285,17,1.4,1,0,1,1
384094,3344.773,3346.1478,3346.2873,1.3747,82.48,8.37,90.86,5,Enhanced,0,4,186,19,1.1,1,0,0,1
748993,6529.8193,6531.2406,6531.2653,1.4214,85.28,1.48,86.76,2,Standard,0,4,363,18,1.3,1,0,1,1
673203,5871.7788,5873.0341,5873.0625,1.2553,75.32,1.71,77.02,2,Standard,0,4,327,8,1.5,1,0,1,1
549482,4790.3256,4790.7365,4790.7523,0.4109,24.65,0.95,25.6,1,Priority,0,4,267,7,1.4,1,0,1,1
545431,4755.5853,4756.3527,4756.3722,0.7675,46.05,1.17,47.22,3,Standard,0,4,265,8,1.5,1,0,1,1
488360,4256.679,4257.7313,4257.7497,1.0523,63.14,1.1,64.24,3,Priority,0,4,237,13,1.0,1,0,0,1
549570,4790.9224,4791.4489,4791.4863,0.5264,31.59,2.24,33.83,5,Priority,0,4,267,7,1.4,1,0,1,1
252683,2204.119,2205.6192,2205.6298,1.5002,90.01,0.64,90.65,5,Priority,0,4,123,13,1.0,1,0,0,1
8659,74.8199,75.1319,75.2935,0.3121,18.72,9.69,28.41,5,Enhanced,1,4,5,7,1.4,1,0,1,1
258586,2256.5128,2258.0644,2258.0896,1.5516,93.1,1.51,94.61,3,Crew,0,4,126,11,1.0,1,0,0,1
720355,6280.8432,6281.0827,6281.0968,0.2396,14.37,0.85,15.22,5,Standard,0,4,349,21,0.5,0,0,0,1
409112,3566.5996,3566.8268,3566.8476,0.2272,13.63,1.25,14.88,1,Standard,0,4,199,7,1.4,0,0,1,1
686562,5987.7884,5988.0785,5988.1283,0.2901,17.41,2.99,20.4,4,Standard,0,4,333,16,1.2,1,0,1,1
15414,132.8476,133.4922,133.5529,0.6446,38.68,3.64,42.32,2,Standard,0,4,8,11,1.0,1,0,0,1
215737,1879.937,1880.1487,1880.1847,0.2117,12.7,2.16,14.86,2,Standard,0,4,105,12,1.1,0,0,0,1
411241,3585.1698,3585.6012,3585.6505,0.4314,25.88,2.96,28.84,1,Standard,0,4,200,8,1.5,1,0,1,1
571444,4982.4467,4984.0694,4984.0888,1.6227,97.36,1.16,98.52,1,Standard,0,4,277,19,1.1,1,0,0,1
18769,163.5942,163.5942,163.6024,0.0,0.0,0.49,0.49,3,Priority,0,3,10,6,0.8,0,1,0,0
552223,4813.8717,4814.6021,4814.6193,0.7304,43.83,1.03,44.85,5,Standard,0,4,268,12,1.1,1,0,0,1
36277,315.0003,315.4303,315.4641,0.43,25.8,2.03,27.82,1,Priority,0,4,18,14,0.7,1,0,0,1
383465,3340.386,3340.8249,3340.8553,0.439,26.34,1.82,28.16,1,Standard,0,4,186,15,0.8,1,0,0,1
147037,1280.5197,1280.861,1280.8733,0.3414,20.48,0.74,21.22,2,Standard,0,4,72,7,1.4,1,0,1,1
680131,5931.2201,5932.6064,5932.6258,1.3864,83.18,1.16,84.34,3,Crew,0,4,330,14,0.7,1,0,0,1
92809,805.0683,805.6816,805.7268,0.6133,36.8,2.71,39.51,4,Standard,0,4,45,18,1.3,1,0,1,1
136786,1189.5272,1189.5654,1189.6493,0.0382,2.29,5.04,7.33,3,Enhanced,0,4,67,6,0.8,0,1,0,0
744858,6494.2112,6496.721,6496.7435,2.5098,150.59,1.35,151.94,1,Standard,0,4,361,19,1.1,1,0,0,1
135440,1176.8872,1177.2792,1177.3289,0.392,23.52,2.99,26.5,1,Standard,0,4,66,11,1.0,1,0,0,1
204432,1784.4449,1784.6021,1784.6399,0.1571,9.43,2.27,11.7,2,Enhanced,0,4,100,7,1.4,0,1,1,0
104209,904.4473,905.131,905.1513,0.6837,41.02,1.22,42.24,1,Standard,0,4,51,9,1.2,1,0,1,1
736676,6422.7674,6423.8448,6423.9186,1.0774,64.64,4.43,69.07,1,Enhanced,0,4,357,19,1.1,1,0,0,1
696381,6072.4379,6073.217,6073.2732,0.7791,46.75,3.38,50.12,5,Standard,0,4,338,11,1.0,1,0,0,1
509612,4441.68,4442.3667,4442.3918,0.6867,41.2,1.5,42.71,2,Priority,0,4,247,18,1.3,1,0,1,1
583871,5091.8174,5093.0791,5093.1007,1.2616,75.7,1.3,77.0,2,Standard,0,4,283,20,0.8,1,0,0,1
505464,4405.0485,4406.3041,4406.3284,1.2556,75.33,1.46,76.79,3,Standard,0,4,245,18,1.3,1,0,1,1
333646,2907.0069,2907.8944,2907.9189,0.8875,53.25,1.47,54.72,3,Standard,0,4,162,14,0.7,1,0,0,1
605173,5277.8789,5278.5266,5278.5492,0.6478,38.87,1.35,40.22,1,Standard,0,4,294,8,1.5,1,0,1,1
627795,5475.4718,5475.8694,5475.9077,0.3976,23.86,2.3,26.16,5,Standard,0,4,305,8,1.5,1,0,1,1
105053,911.6716,912.0039,912.0383,0.3323,19.94,2.06,22.0,3,Standard,0,4,51,16,1.2,1,0,1,1
616282,5375.0788,5375.1068,5375.1368,0.0279,1.68,1.8,3.48,5,Standard,0,4,299,16,1.2,0,1,1,0
555234,4840.2093,4840.5041,4840.584,0.2948,17.69,4.8,22.49,4,Standard,0,4,269,21,0.5,1,0,0,1
650930,5677.4968,5678.4779,5678.4947,0.9811,58.87,1.01,59.87,1,Standard,0,4,316,12,1.1,1,0,0,1
239372,2090.0378,2090.0736,2090.1327,0.0358,2.15,3.55,5.7,2,Standard,0,4,117,7,1.4,0,1,1,0
226799,1976.4236,1977.1579,1977.1698,0.7343,44.06,0.72,44.77,4,Standard,0,4,110,19,1.1,1,0,0,1
674485,5881.8473,5883.3906,5883.418,1.5433,92.6,1.65,94.24,4,Standard,0,4,327,18,1.3,1,0,1,1
216127,1883.4953,1883.563,1883.8655,0.0677,4.06,18.15,22.21,3,Enhanced,1,4,105,16,1.2,0,1,1,0
736056,6418.1045,6418.5842,6418.6042,0.4797,28.78,1.2,29.98,2,Priority,0,4,357,15,0.8,1,0,0,1
572797,4995.1337,4996.2799,4996.2999,1.1462,68.77,1.2,69.97,4,Standard,0,4,278,14,0.7,1,0,0,1
443530,3863.2696,3863.5366,3863.5919,0.267,16.02,3.32,19.34,2,Standard,0,4,215,16,1.2,1,0,1,1
124116,1076.9244,1078.2702,1078.2883,1.3459,80.75,1.09,81.84,5,Standard,0,4,60,19,1.1,1,0,0,1
417915,3641.9341,3643.0218,3643.0432,1.0877,65.26,1.28,66.55,1,Standard,0,4,203,10,0.8,1,0,0,1
94363,818.9514,819.6703,819.704,0.7188,43.13,2.02,45.15,5,Standard,0,4,46,13,1.0,1,0,0,1
462996,4034.9254,4035.187,4035.2222,0.2616,15.69,2.12,17.81,1,Standard,0,4,225,7,1.4,1,0,1,1
17931,154.8738,155.24,155.2661,0.3662,21.97,1.56,23.53,2,Standard,0,4,9,15,0.8,1,0,0,1
266411,2324.6085,2324.8692,2324.893,0.2607,15.64,1.43,17.07,1,Standard,0,4,130,7,1.4,1,0,1,1
271805,2370.6758,2370.8266,2370.9174,0.1508,9.05,5.45,14.5,1,Enhanced,0,4,132,17,1.4,0,1,1,0
27740,240.1053,241.2061,241.2201,1.1008,66.05,0.84,66.89,4,Standard,0,4,14,11,1.0,1,0,0,1
30495,264.2425,265.1787,265.2106,0.9362,56.17,1.91,58.09,3,Standard,0,4,15,17,1.4,1,0,1,1
477122,4156.3692,4156.7291,4156.758,0.3599,21.6,1.73,23.33,1,Standard,0,4,231,21,0.5,1,0,0,1
619190,5400.9486,5400.9486,5400.9727,0.0,0.0,1.44,1.44,3,Standard,0,1,301,5,0.3,0,1,0,0
254791,2223.0569,2223.6965,2223.7164,0.6396,38.38,1.19,39.57,2,Standard,0,4,124,14,0.7,1,0,0,1
200929,1753.0347,1753.9799,1754.0264,0.9452,56.71,2.79,59.5,4,Standard,0,4,98,12,1.1,1,0,0,1
43812,381.0752,381.3848,381.4219,0.3096,18.57,2.23,20.8,4,Standard,0,4,22,8,1.5,1,0,1,1
554754,4836.3096,4836.5458,4836.5567,0.2363,14.18,0.65,14.83,4,Priority,0,4,269,17,1.4,0,0,1,1
383415,3339.9192,3340.3739,3340.4009,0.4546,27.28,1.62,28.9,2,Priority,0,4,186,14,0.7,1,0,0,1
