customer_id,arrival_time,service_start,service_end,wait_time_hr,wait_time_min,service_time_hr,service_time_min,queue_at_arrival,servers_busy,day,hour,in_rush_hour,long_wait,served
1290,43.5077,43.5077,43.52,0.0,0.0,0.0123,0.74,0,3,6,3,0,0,1
1289,43.5041,43.5041,43.5355,0.0,0.0,0.0313,1.88,0,2,6,3,0,0,1
1288,43.488,43.488,43.5974,0.0,0.0,0.1093,6.56,0,2,6,3,0,0,1
1291,43.5787,43.5787,43.6953,0.0,0.0,0.1166,7.0,4,3,6,3,0,0,1
1293,43.633,43.633,43.696,0.0,0.0,0.063,3.78,3,3,6,3,0,0,1
1295,43.6384,43.696,43.7096,0.0576,3.46,0.0137,0.82,2,3,6,3,0,0,1
1296,43.6734,43.7096,43.7539,0.0363,2.18,0.0442,2.65,2,3,6,3,0,0,1
1294,43.6381,43.6953,43.7777,0.0572,3.43,0.0824,4.95,3,3,6,3,0,0,1
1298,43.7354,43.7777,43.894,0.0423,2.54,0.1163,6.98,5,3,6,3,0,0,1
1297,43.6927,43.7539,43.9177,0.0611,3.67,0.1638,9.83,4,3,6,3,0,0,1
1299,43.7741,43.894,43.9255,0.1199,7.2,0.0315,1.89,3,3,6,3,0,1,1
1300,43.7771,43.9177,43.9302,0.1405,8.43,0.0126,0.75,2,3,6,3,0,1,1
1302,43.8103,43.9302,43.9376,0.1199,7.19,0.0073,0.44,2,3,6,3,0,1,1
1301,43.7807,43.9255,43.9525,0.1449,8.69,0.027,1.62,1,3,6,3,0,1,1
1303,43.8265,43.9376,44.0139,0.1111,6.66,0.0764,4.58,2,3,6,3,0,1,1
1304,43.9366,43.9525,44.0305,0.0159,0.96,0.078,4.68,1,3,6,3,0,0,1
1292,43.6282,43.6282,44.041,0.0,0.0,0.4128,24.77,0,3,6,3,0,0,1
1307,44.0529,44.0529,44.1137,0.0,0.0,0.0608,3.65,2,3,6,4,0,0,1
1306,44.0138,44.0305,44.12,0.0167,1.0,0.0895,5.37,1,3,6,4,0,0,1
1309,44.0886,44.12,44.1247,0.0314,1.88,0.0047,0.28,0,3,6,4,0,0,1
1308,44.0649,44.1137,44.1429,0.0488,2.93,0.0292,1.75,0,3,6,4,0,0,1
1305,43.9635,44.0139,44.1709,0.0504,3.03,0.1569,9.42,0,2,6,3,0,0,1
1311,44.2106,44.2106,44.2206,0.0,0.0,0.01,0.6,0,2,6,4,0,0,1
1312,44.2334,44.2334,44.3085,0.0,0.0,0.0751,4.51,1,3,6,4,0,0,1
1310,44.1345,44.1345,44.3923,0.0,0.0,0.2578,15.47,0,3,6,4,0,0,1
1314,44.2815,44.3085,44.5349,0.027,1.62,0.2264,13.58,4,3,6,4,0,0,1
1313,44.2564,44.2564,44.5733,0.0,0.0,0.3169,19.02,4,3,6,4,0,0,1
1317,44.4587,44.5733,44.5748,0.1147,6.88,0.0014,0.08,3,3,6,4,0,1,1
1318,44.4738,44.5748,44.5806,0.1009,6.06,0.0058,0.35,2,3,6,4,0,1,1
1315,44.4259,44.4259,44.5903,0.0,0.0,0.1643,9.86,1,3,6,4,0,0,1
1320,44.5601,44.5903,44.5937,0.0302,1.81,0.0034,0.2,0,3,6,4,0,0,1
1319,44.5121,44.5806,44.6059,0.0685,4.11,0.0253,1.52,0,2,6,4,0,0,1
1322,44.6112,44.6112,44.6937,0.0,0.0,0.0825,4.95,3,3,6,4,0,0,1
1323,44.6347,44.6937,44.7009,0.059,3.54,0.0072,0.43,2,3,6,4,0,0,1
1321,44.6091,44.6091,44.7389,0.0,0.0,0.1298,7.79,2,3,6,4,0,0,1
1324,44.6579,44.7009,44.765,0.043,2.58,0.0641,3.85,3,3,6,4,0,0,1
1325,44.6758,44.7389,44.766,0.0631,3.78,0.0271,1.62,2,3,6,4,0,0,1
1326,44.7161,44.765,44.7839,0.0488,2.93,0.0189,1.14,1,3,6,4,0,0,1
1316,44.4307,44.5349,44.7923,0.1042,6.25,0.2574,15.45,1,3,6,4,0,1,1
1328,44.7604,44.7839,44.848,0.0235,1.41,0.0641,3.84,1,3,6,4,0,0,1
1329,44.7843,44.7923,44.8761,0.008,0.48,0.0838,5.03,2,3,6,4,0,0,1
1327,44.748,44.766,44.9035,0.0179,1.07,0.1375,8.25,2,3,6,4,0,0,1
1332,44.863,44.9035,44.9085,0.0405,2.43,0.005,0.3,1,3,6,4,0,0,1
1333,44.903,44.9085,44.916,0.0055,0.33,0.0075,0.45,0,3,6,4,0,0,1
1330,44.8008,44.848,44.9432,0.0472,2.83,0.0952,5.71,0,2,6,4,0,0,1
1331,44.8608,44.8761,44.9852,0.0154,0.92,0.1091,6.55,0,3,6,4,0,0,1
1335,44.9845,44.9845,45.0153,0.0,0.0,0.0308,1.85,0,2,6,4,0,0,1
1334,44.9655,44.9655,45.0158,0.0,0.0,0.0503,3.02,0,2,6,4,0,0,1
1338,45.0651,45.0651,45.08,0.0,0.0,0.0149,0.89,0,3,6,5,0,0,1
1336,45.0158,45.0158,45.1282,0.0,0.0,0.1125,6.75,0,3,6,5,0,0,1
1337,45.0609,45.0609,45.1634,0.0,0.0,0.1026,6.15,0,2,6,5,0,0,1
1339,45.1054,45.1054,45.1671,0.0,0.0,0.0617,3.7,0,1,6,5,0,0,1
1341,45.2583,45.2583,45.2696,0.0,0.0,0.0113,0.68,0,3,6,5,0,0,1
1342,45.2644,45.2644,45.2905,0.0,0.0,0.0261,1.57,0,2,6,5,0,0,1
1340,45.2074,45.2074,45.3137,0.0,0.0,0.1063,6.38,0,1,6,5,0,0,1
1345,45.3885,45.3885,45.394,0.0,0.0,0.0055,0.33,0,3,6,5,0,0,1
1343,45.315,45.315,45.438,0.0,0.0,0.123,7.38,0,3,6,5,0,0,1
1346,45.3991,45.3991,45.4707,0.0,0.0,0.0716,4.3,2,3,6,5,0,0,1
1347,45.4406,45.4406,45.4912,0.0,0.0,0.0506,3.04,2,3,6,5,0,0,1
1349,45.4582,45.4912,45.5158,0.0331,1.98,0.0245,1.47,3,3,6,5,0,0,1
1344,45.3875,45.3875,45.5247,0.0,0.0,0.1371,8.23,2,3,6,5,0,0,1
1348,45.4433,45.4707,45.5405,0.0274,1.65,0.0697,4.18,2,3,6,5,0,0,1
1352,45.5002,45.5405,45.5442,0.0403,2.42,0.0038,0.23,1,3,6,5,0,0,1
1351,45.4965,45.5247,45.5463,0.0281,1.69,0.0216,1.3,0,3,6,5,0,0,1
1354,45.5523,45.5523,45.6055,0.0,0.0,0.0532,3.19,3,3,6,5,0,0,1
1350,45.4813,45.5158,45.6227,0.0345,2.07,0.1069,6.41,2,3,6,5,0,0,1
1356,45.5777,45.6227,45.6898,0.045,2.7,0.0671,4.02,2,3,6,5,0,0,1
1353,45.5286,45.5442,45.7098,0.0156,0.94,0.1656,9.94,1,3,6,5,0,0,1
1358,45.6724,45.7098,45.7551,0.0375,2.25,0.0453,2.72,1,3,6,5,0,0,1
1355,45.5617,45.6055,45.7678,0.0438,2.63,0.1624,9.74,1,3,6,5,0,0,1
1360,45.7671,45.7678,45.7942,0.0008,0.05,0.0264,1.58,0,3,6,5,0,0,1
1359,45.7541,45.7551,45.8,0.001,0.06,0.0449,2.69,0,2,6,5,0,0,1
1357,45.5832,45.6898,45.8022,0.1066,6.4,0.1125,6.75,0,1,6,5,0,1,1
1361,45.8095,45.8095,45.8484,0.0,0.0,0.0389,2.33,1,3,6,5,0,0,1
1363,45.8355,45.8355,45.9714,0.0,0.0,0.1359,8.16,0,3,6,5,0,0,1
1362,45.8122,45.8122,46.0058,0.0,0.0,0.1935,11.61,2,3,6,5,0,0,1
1365,45.9749,45.9749,46.0271,0.0,0.0,0.0521,3.13,1,3,6,5,0,0,1
1366,45.9773,46.0058,46.0388,0.0285,1.71,0.033,1.98,0,3,6,5,0,0,1
1368,46.0505,46.0505,46.0691,0.0,0.0,0.0187,1.12,1,3,6,6,0,0,1
1367,45.9884,46.0271,46.0942,0.0387,2.32,0.0671,4.03,1,3,6,5,0,0,1
1369,46.0507,46.0691,46.0993,0.0184,1.1,0.0302,1.81,0,3,6,6,0,0,1
1364,45.8421,45.8484,46.1051,0.0063,0.38,0.2567,15.4,0,2,6,5,0,0,1
1370,46.0784,46.0942,46.1461,0.0158,0.95,0.052,3.12,0,3,6,6,0,0,1
1372,46.1407,46.1407,46.1589,0.0,0.0,0.0181,1.09,0,2,6,6,0,0,1
1371,46.1109,46.1109,46.1675,0.0,0.0,0.0567,3.4,0,1,6,6,0,0,1
1374,46.267,46.267,46.2675,0.0,0.0,0.0005,0.03,0,2,6,6,0,0,1
1375,46.2764,46.2764,46.2985,0.0,0.0,0.0221,1.33,0,3,6,6,0,0,1
1373,46.1901,46.1901,46.3092,0.0,0.0,0.1191,7.15,0,3,6,6,0,0,1
1376,46.294,46.294,46.4465,0.0,0.0,0.1525,9.15,2,3,6,6,0,0,1
1379,46.3781,46.4465,46.4556,0.0684,4.1,0.0091,0.55,1,3,6,6,0,0,1
1378,46.3781,46.3781,46.4673,0.0,0.0,0.0892,5.35,0,3,6,6,0,0,1
1380,46.4411,46.4556,46.5185,0.0145,0.87,0.0629,3.77,2,3,6,6,0,0,1
1381,46.4844,46.4844,46.5409,0.0,0.0,0.0564,3.39,1,3,6,6,0,0,1
1383,46.4955,46.5409,46.549,0.0453,2.72,0.0081,0.49,0,3,6,6,0,0,1
1377,46.3081,46.3081,46.5595,0.0,0.0,0.2513,15.08,0,2,6,6,0,0,1
1382,46.4935,46.5185,46.6221,0.025,1.5,0.1036,6.22,0,1,6,6,0,0,1
1385,46.7735,46.7735,46.874,0.0,0.0,0.1006,6.03,4,3,6,6,0,0,1
1384,46.6887,46.6887,46.8784,0.0,0.0,0.1897,11.38,3,3,6,6,0,0,1
1387,46.8134,46.874,46.8805,0.0606,3.64,0.0065,0.39,2,3,6,6,0,0,1
1389,46.8197,46.8805,46.9281,0.0608,3.65,0.0476,2.85,2,3,6,6,0,0,1
1388,46.8164,46.8784,46.9483,0.062,3.72,0.0699,4.19,1,3,6,6,0,0,1
1390,46.8245,46.9281,46.9506,0.1036,6.21,0.0225,1.35,0,3,6,6,0,1,1
1391,46.8817,46.9483,46.9735,0.0666,4.0,0.0252,1.51,0,2,6,6,0,0,1
1386,46.7979,46.7979,47.1038,0.0,0.0,0.3059,18.36,5,3,6,6,0,0,1
1393,47.0053,47.0053,47.1161,0.0,0.0,0.1108,6.65,4,3,6,7,0,0,1
1392,46.9927,46.9927,47.1272,0.0,0.0,0.1345,8.07,3,3,6,6,0,0,1
1395,47.0583,47.1161,47.1302,0.0578,3.47,0.0141,0.84,3,3,6,7,0,0,1
1396,47.0689,47.1272,47.1421,0.0583,3.5,0.015,0.9,2,3,6,7,0,0,1
1397,47.0714,47.1302,47.1736,0.0587,3.52,0.0435,2.61,2,3,6,7,0,0,1
1394,47.0455,47.1038,47.1771,0.0583,3.5,0.0732,4.39,1,3,6,7,0,0,1
1399,47.1295,47.1736,47.193,0.0442,2.65,0.0194,1.16,0,3,6,7,0,0,1
1398,47.079,47.1421,47.2061,0.0631,3.79,0.064,3.84,0,2,6,7,0,0,1
1400,47.1504,47.1771,47.2078,0.0267,1.6,0.0307,1.84,0,1,6,7,0,0,1
1401,47.2618,47.2618,47.2724,0.0,0.0,0.0106,0.64,0,2,6,7,0,0,1
1402,47.272,47.272,47.3686,0.0,0.0,0.0965,5.79,4,3,6,7,0,0,1
1403,47.2778,47.2778,47.3772,0.0,0.0,0.0995,5.97,3,3,6,7,0,0,1
1405,47.3375,47.3686,47.4286,0.0311,1.87,0.06,3.6,4,3,6,7,0,0,1
1407,47.3539,47.4286,47.4312,0.0747,4.48,0.0026,0.16,3,3,6,7,0,0,1
1406,47.3507,47.3772,47.4714,0.0265,1.59,0.0942,5.65,2,3,6,7,0,0,1
1408,47.3634,47.4312,47.4744,0.0678,4.07,0.0432,2.59,1,3,6,7,0,0,1
1404,47.3361,47.3361,47.4867,0.0,0.0,0.1506,9.04,0,3,6,7,0,0,1
1409,47.3781,47.4714,47.5216,0.0934,5.6,0.0502,3.01,0,2,6,7,0,1,1
1412,47.5535,47.5535,47.5661,0.0,0.0,0.0125,0.75,0,3,6,7,0,0,1
1410,47.3881,47.4744,47.5893,0.0863,5.18,0.1149,6.89,0,2,6,7,0,1,1
1411,47.544,47.544,47.5956,0.0,0.0,0.0517,3.1,0,1,6,7,0,0,1
1414,47.6083,47.6083,47.6199,0.0,0.0,0.0117,0.7,0,2,6,7,0,0,1
1413,47.6079,47.6079,47.7557,0.0,0.0,0.1478,8.87,0,2,6,7,0,0,1
1415,47.7432,47.7432,47.782,0.0,0.0,0.0388,2.33,0,1,6,7,0,0,1
1417,47.8342,47.8342,47.8592,0.0,0.0,0.025,1.5,0,2,6,7,0,0,1
1418,47.8634,47.8634,47.8652,0.0,0.0,0.0018,0.11,0,2,6,7,0,0,1
1416,47.8011,47.8011,47.8873,0.0,0.0,0.0862,5.17,0,1,6,7,0,0,1
1420,47.9214,47.9214,47.9329,0.0,0.0,0.0115,0.69,0,2,6,7,0,0,1
1422,48.0194,48.0194,48.0231,0.0,0.0,0.0036,0.22,0,3,7,0,0,0,1
1423,48.0329,48.0329,48.0482,0.0,0.0,0.0153,0.92,0,3,7,0,0,0,1
1421,47.9409,47.9409,48.0883,0.0,0.0,0.1473,8.84,1,3,6,7,0,0,1
1425,48.0819,48.0883,48.0908,0.0064,0.38,0.0025,0.15,0,3,7,0,0,0,1
1419,47.9192,47.9192,48.1132,0.0,0.0,0.194,11.64,0,3,6,7,0,0,1
1426,48.0987,48.0987,48.1145,0.0,0.0,0.0158,0.95,0,2,7,0,0,0,1
1427,48.137,48.137,48.1542,0.0,0.0,0.0173,1.04,0,3,7,0,0,0,1
1424,48.0535,48.0535,48.1971,0.0,0.0,0.1437,8.62,4,3,7,0,0,0,1
1430,48.1571,48.1971,48.2024,0.04,2.4,0.0052,0.31,3,3,7,0,0,0,1
1431,48.1665,48.2024,48.2297,0.0358,2.15,0.0273,1.64,4,3,7,0,0,0,1
1429,48.156,48.156,48.2364,0.0,0.0,0.0805,4.83,4,3,7,0,0,0,1
1433,48.1959,48.2364,48.3194,0.0405,2.43,0.083,4.98,5,3,7,0,0,0,1
1428,48.145,48.145,48.3241,0.0,0.0,0.1791,10.75,4,3,7,0,0,0,1
1432,48.1782,48.2297,48.4097,0.0515,3.09,0.18,10.8,6,3,7,0,0,0,1
1435,48.2275,48.3241,48.451,0.0966,5.8,0.1269,7.61,6,3,7,0,0,1,1
1437,48.2598,48.451,48.492,0.1913,11.48,0.041,2.46,9,3,7,0,0,1,1
1436,48.2349,48.4097,48.6129,0.1748,10.49,0.2032,12.19,10,3,7,0,0,1,1
1438,48.3138,48.492,48.6176,0.1782,10.69,0.1256,7.54,9,3,7,0,0,1,1
1439,48.3666,48.6129,48.6757,0.2463,14.78,0.0628,3.77,8,3,7,0,0,1,1
1434,48.2226,48.3194,48.6984,0.0969,5.81,0.3789,22.74,7,3,7,0,0,1,1
1440,48.3814,48.6176,48.739,0.2362,14.17,0.1213,7.28,8,3,7,0,0,1,1
1443,48.453,48.739,48.7648,0.286,17.16,0.0258,1.55,8,3,7,0,0,1,1
1444,48.4596,48.7648,48.9725,0.3052,18.31,0.2077,12.46,9,3,7,0,0,1,1
1445,48.4724,48.9725,48.9931,0.5001,30.0,0.0206,1.24,8,3,7,0,0,1,1
1442,48.4297,48.6984,49.0025,0.2686,16.12,0.3041,18.24,8,3,7,0,0,1,1
1447,48.556,49.0025,49.039,0.4464,26.79,0.0365,2.19,7,3,7,0,0,1,1
1446,48.4806,48.9931,49.1493,0.5125,30.75,0.1562,9.37,9,3,7,0,0,1,1
1448,48.558,49.039,49.1913,0.4809,28.86,0.1523,9.14,9,3,7,0,0,1,1
1449,48.7171,49.1493,49.286,0.4322,25.93,0.1367,8.2,11,3,7,0,0,1,1
1441,48.4076,48.6757,49.3289,0.2681,16.09,0.6532,39.19,10,3,7,0,0,1,1
1451,48.7562,49.286,49.3551,0.5298,31.79,0.0691,4.15,11,3,7,0,0,1,1
1450,48.7206,49.1913,49.3957,0.4707,28.24,0.2044,12.27,10,3,7,0,0,1,1
1452,48.8127,49.3289,49.3979,0.5162,30.97,0.069,4.14,9,3,7,0,0,1,1
1455,49.0553,49.3979,49.4287,0.3426,20.56,0.0308,1.85,8,3,7,1,0,1,1
1454,49.0021,49.3957,49.4522,0.3936,23.62,0.0565,3.39,7,3,7,1,0,1,1
1457,49.124,49.4522,49.4601,0.3282,19.69,0.0079,0.47,6,3,7,1,0,1,1
1458,49.1539,49.4601,49.4821,0.3062,18.37,0.0221,1.32,5,3,7,1,0,1,1
1456,49.1175,49.4287,49.4849,0.3112,18.67,0.0562,3.37,4,3,7,1,0,1,1
1459,49.1938,49.4821,49.5027,0.2883,17.3,0.0206,1.23,5,3,7,1,0,1,1
1461,49.2349,49.5027,49.5215,0.2678,16.07,0.0187,1.12,4,3,7,1,0,1,1
1453,48.8146,49.3551,49.533,0.5405,32.43,0.1778,10.67,3,3,7,0,0,1,1
