passenger_id,arrival_time,screening_start,screening_end,wait_time_hr,wait_time_min,screening_time_min,total_time_min,checkpoint_id,passenger_type,secondary_check,queue_at_arrival,day,hour,hourly_factor,miss_flight_risk,sla_met,is_peak,long_wait
559611,4880.7278,4880.8666,4880.8852,0.1389,8.33,1.11,9.45,2,Standard,0,4,272,7,1.4,0,1,1,0
255553,2229.3589,2230.1206,2230.1425,0.7617,45.7,1.31,47.01,1,Priority,0,4,124,20,0.8,1,0,0,1
624040,5442.909,5443.2642,5443.2846,0.3552,21.31,1.23,22.54,1,Standard,0,4,303,11,1.0,1,0,0,1
711348,6203.0905,6203.3837,6203.4763,0.2932,17.59,5.56,23.15,1,Enhanced,0,4,345,16,1.2,1,0,1,1
563629,4916.2384,4916.3156,4916.3851,0.0772,4.63,4.17,8.8,1,Enhanced,0,4,274,7,1.4,0,1,1,0
621892,5423.7134,5424.6494,5424.7026,0.936,56.16,3.19,59.35,1,Standard,0,4,302,10,0.8,1,0,0,1
586894,5119.1648,5120.2593,5120.2948,1.0946,65.67,2.13,67.8,2,Standard,0,4,285,12,1.1,1,0,0,1
678843,5919.3054,5921.0084,5921.1338,1.703,102.18,7.52,109.7,3,Enhanced,0,4,329,20,0.8,1,0,0,1
432808,3770.1738,3771.1409,3771.19,0.9671,58.03,2.95,60.97,2,Standard,0,4,210,13,1.0,1,0,0,1
182156,1588.6094,1589.654,1589.681,1.0447,62.68,1.62,64.3,4,Standard,0,4,89,9,1.2,1,0,1,1
377670,3289.6704,3290.3745,3290.3967,0.7042,42.25,1.33,43.58,4,Standard,0,4,183,18,1.3,1,0,1,1
92354,801.4012,802.1516,802.1705,0.7504,45.02,1.13,46.16,2,Priority,0,4,45,14,0.7,1,0,0,1
233074,2032.7178,2032.7424,2032.7621,0.0246,1.47,1.18,2.66,3,Standard,0,4,113,21,0.5,0,1,0,0
204542,1785.029,1785.5047,1785.5364,0.4757,28.54,1.9,30.44,2,Standard,0,4,100,8,1.5,1,0,1,1
469439,4090.2938,4091.4204,4091.4622,1.1267,67.6,2.5,70.1,2,Standard,0,4,228,9,1.2,1,0,1,1
730573,6368.8692,6369.605,6369.6704,0.7357,44.14,3.92,48.07,1,Standard,0,4,354,19,1.1,1,0,0,1
435647,3794.0972,3795.0872,3795.1206,0.9901,59.4,2.0,61.41,1,Standard,0,4,211,19,1.1,1,0,0,1
482953,4207.5399,4208.6873,4208.7285,1.1474,68.85,2.47,71.31,1,Enhanced,0,4,234,18,1.3,1,0,1,1
81880,710.7192,711.3807,711.4066,0.6614,39.69,1.56,41.24,4,Standard,0,4,40,13,1.0,1,0,0,1
729403,6359.6426,6360.4425,6360.465,0.7999,47.99,1.35,49.34,1,Standard,0,4,354,10,0.8,1,0,0,1
159571,1390.7348,1391.8522,1391.8905,1.1174,67.05,2.3,69.35,5,Priority,0,4,78,9,1.2,1,0,1,1
462213,4026.8731,4027.7366,4027.7681,0.8635,51.81,1.89,53.7,3,Standard,0,4,224,17,1.4,1,0,1,1
431671,3759.577,3760.6346,3760.649,1.0576,63.46,0.86,64.32,1,Standard,0,4,209,20,0.8,1,0,0,1
148722,1293.9596,1294.5063,1294.5288,0.5467,32.8,1.35,34.15,4,Crew,0,4,72,20,0.8,1,0,0,1
52972,460.4908,460.7695,460.8133,0.2787,16.72,2.63,19.35,3,Standard,0,4,26,15,0.8,1,0,0,1
690336,6019.8495,6020.8073,6020.8996,0.9579,57.47,5.54,63.01,5,Enhanced,0,4,335,12,1.1,1,0,0,1
721780,6293.6274,6295.0233,6295.0423,1.3959,83.75,1.14,84.89,1,Standard,0,4,350,16,1.2,1,0,1,1
572161,4990.0299,4990.7993,4990.8549,0.7694,46.16,3.34,49.5,3,Standard,0,4,278,9,1.2,1,0,1,1
114420,993.2371,993.7242,993.9473,0.4871,29.23,13.39,42.61,5,Enhanced,1,4,56,8,1.5,1,0,1,1
740893,6459.8717,6461.6653,6461.7892,1.7936,107.62,7.43,115.05,4,Enhanced,0,4,359,20,0.8,1,0,0,1
45351,392.8973,394.3844,394.3932,1.4871,89.23,0.52,89.75,4,Crew,0,4,22,19,1.1,1,0,0,1
62488,543.6813,544.6629,544.6789,0.9816,58.89,0.96,59.85,5,Crew,0,4,31,8,1.5,1,0,1,1
530975,4629.5011,4630.45,4630.4782,0.9489,56.93,1.69,58.62,2,Standard,0,4,258,8,1.5,1,0,1,1
602847,5258.3781,5258.5552,5258.5839,0.1771,10.63,1.72,12.35,1,Standard,0,4,293,7,1.4,0,0,1,1
63857,554.1227,555.7722,555.8945,1.6495,98.97,7.34,106.31,1,Enhanced,0,4,31,19,1.1,1,0,0,1
75865,658.9699,659.0836,659.1028,0.1138,6.83,1.15,7.98,5,Standard,0,4,37,15,0.8,0,1,0,0
169471,1477.0121,1477.0121,1477.0504,0.0,0.0,2.3,2.3,3,Standard,0,1,83,6,0.8,0,1,0,0
378908,3300.5022,3301.8065,3301.8357,1.3042,78.25,1.75,80.01,5,Standard,0,4,184,11,1.0,1,0,0,1
585606,5107.4706,5108.5912,5108.6199,1.1205,67.23,1.72,68.95,3,Standard,0,4,284,18,1.3,1,0,1,1
673498,5874.0561,5875.4809,5875.5085,1.4248,85.49,1.65,87.14,5,Standard,0,4,327,11,1.0,1,0,0,1
364932,3179.2781,3179.6285,3179.661,0.3504,21.02,1.95,22.97,2,Priority,0,4,177,16,1.2,1,0,1,1
38340,333.6973,334.6235,334.6484,0.9261,55.57,1.5,57.07,5,Priority,0,4,19,14,0.7,1,0,0,1
497038,4332.3319,4332.7969,4332.8336,0.465,27.9,2.2,30.1,3,Standard,0,4,241,17,1.4,1,0,1,1
563140,4910.1197,4911.0449,4911.0782,0.9252,55.51,2.0,57.51,5,Priority,0,4,273,19,1.1,1,0,0,1
457780,3988.7513,3989.1189,3989.1587,0.3676,22.06,2.38,24.44,2,Enhanced,0,4,222,15,0.8,1,0,0,1
69464,602.9284,603.8983,603.951,0.9699,58.19,3.16,61.35,4,Standard,0,4,34,13,1.0,1,0,0,1
498326,4343.9124,4344.18,4344.2092,0.2676,16.06,1.75,17.8,2,Standard,0,4,242,10,0.8,1,0,0,1
9470,80.8621,81.7029,81.7883,0.8408,50.45,5.12,55.57,2,Enhanced,0,4,5,13,1.0,1,0,0,1
668295,5827.7814,5828.6629,5828.7769,0.8815,52.89,6.84,59.73,4,Enhanced,0,4,324,18,1.3,1,0,1,1
378124,3295.1578,3295.1578,3295.2051,0.0,0.0,2.84,2.84,3,Standard,0,1,184,6,0.8,0,1,0,0
738609,6440.4811,6441.7184,6441.7551,1.2373,74.24,2.2,76.44,1,Standard,0,4,358,19,1.1,1,0,0,1
241563,2108.8632,2109.2338,2109.2631,0.3706,22.24,1.76,24.0,4,Priority,0,4,118,7,1.4,1,0,1,1
265379,2314.7335,2314.7503,2314.7807,0.0169,1.01,1.82,2.83,3,Standard,0,4,129,15,0.8,0,1,0,0
352096,3067.0968,3068.2379,3068.2786,1.1411,68.47,2.44,70.91,5,Standard,0,4,171,12,1.1,1,0,0,1
268451,2342.3339,2342.426,2342.7151,0.0921,5.52,17.34,22.87,1,Enhanced,1,4,131,7,1.4,0,1,1,0
722230,6296.3222,6299.0309,6299.0488,2.7087,162.52,1.07,163.59,3,Standard,0,4,350,19,1.1,1,0,0,1
504323,4395.8052,4396.7945,4396.8311,0.9893,59.36,2.19,61.55,4,Enhanced,0,4,245,8,1.5,1,0,1,1
375369,3270.1439,3270.7461,3270.754,0.6022,36.13,0.47,36.6,1,Standard,0,4,182,17,1.4,1,0,1,1
54253,471.997,472.9112,472.953,0.9142,54.85,2.5,57.36,4,Standard,0,4,27,8,1.5,1,0,1,1
585715,5108.1581,5109.4218,5109.4479,1.2637,75.82,1.56,77.38,5,Standard,0,4,284,19,1.1,1,0,0,1
664294,5792.7177,5794.3715,5794.4268,1.6538,99.23,3.31,102.54,5,Standard,0,4,322,19,1.1,1,0,0,1
680009,5930.085,5931.5692,5931.6081,1.4842,89.05,2.34,91.39,4,Standard,0,4,330,13,1.0,1,0,0,1
431284,3757.0152,3757.4693,3757.4947,0.454,27.24,1.53,28.77,4,Standard,0,4,209,18,1.3,1,0,1,1
176880,1541.5748,1541.9054,1541.9313,0.3306,19.84,1.55,21.39,1,Standard,0,4,86,16,1.2,1,0,1,1
150910,1314.4248,1314.4248,1314.438,0.0,0.0,0.79,0.79,2,Crew,0,0,74,5,0.3,0,1,0,0
482718,4205.9836,4206.9572,4206.9967,0.9736,58.42,2.37,60.79,4,Standard,0,4,234,16,1.2,1,0,1,1
683557,5961.6663,5962.3784,5962.4115,0.7122,42.73,1.99,44.72,1,Standard,0,4,332,8,1.5,1,0,1,1
504505,4397.2123,4398.1907,4398.2192,0.9784,58.7,1.71,60.41,4,Standard,0,4,245,10,0.8,1,0,0,1
2081,16.9424,18.1308,18.16,1.1884,71.3,1.76,73.06,3,Priority,0,4,1,21,0.5,1,0,0,1
403245,3514.953,3516.4324,3516.4693,1.4794,88.76,2.22,90.98,2,Enhanced,0,4,196,9,1.2,1,0,1,1
550139,4795.2791,4795.9824,4795.991,0.7032,42.19,0.52,42.71,3,Standard,0,4,267,12,1.1,1,0,0,1
629090,5485.5889,5486.0877,5486.1257,0.4988,29.93,2.28,32.21,5,Standard,0,4,305,18,1.3,1,0,1,1
530401,4623.5055,4624.4752,4624.5249,0.9697,58.18,2.98,61.16,2,Standard,0,4,257,20,0.8,1,0,0,1
432062,3764.6923,3764.976,3765.0057,0.2837,17.02,1.78,18.8,2,Priority,0,4,210,7,1.4,1,0,1,1
591936,5161.833,5162.9215,5162.9949,1.0886,65.31,4.4,69.72,3,Enhanced,0,4,287,18,1.3,1,0,1,1
497696,4338.9446,4338.9446,4338.976,0.0,0.0,1.88,1.88,5,Standard,0,2,242,5,0.3,0,1,0,0
630959,5502.7338,5503.3311,5503.358,0.5973,35.84,1.62,37.45,2,Standard,0,4,306,17,1.4,1,0,1,1
52909,459.8268,460.2771,460.3123,0.4503,27.02,2.11,29.13,4,Standard,0,4,26,14,0.7,1,0,0,1
548918,4783.8989,4785.5269,4785.5574,1.6281,97.69,1.83,99.52,1,Standard,0,4,266,18,1.3,1,0,1,1
518015,4515.3475,4516.7627,4516.9783,1.4152,84.91,12.94,97.85,5,Enhanced,1,4,251,20,0.8,1,0,0,1
334803,2917.7882,2917.7882,2917.8078,0.0,0.0,1.18,1.18,4,Priority,0,1,163,6,0.8,0,1,0,0
478777,4170.8692,4171.7294,4171.7395,0.8603,51.62,0.61,52.22,5,Standard,0,4,232,17,1.4,1,0,1,1
222709,1939.5683,1941.1688,1941.1957,1.6005,96.03,1.61,97.64,1,Priority,0,4,108,18,1.3,1,0,1,1
582204,5079.0055,5079.1713,5079.1907,0.1658,9.95,1.17,11.11,5,Standard,0,4,283,8,1.5,0,1,1,0
2180,19.3155,19.3155,19.3352,0.0,0.0,1.19,1.19,5,Standard,0,2,2,6,0.8,0,1,0,0
2350,20.6178,21.0978,21.1258,0.48,28.8,1.68,30.48,5,Priority,0,4,2,7,1.4,1,0,1,1
476019,4147.3122,4148.0665,4148.3917,0.7544,45.26,19.51,64.77,4,Enhanced,1,4,231,12,1.1,1,0,0,1
200106,1746.7391,1746.7391,1746.7747,0.0,0.0,2.14,2.14,1,Priority,0,0,98,5,0.3,0,1,0,0
12299,104.4567,106.7428,106.7518,2.2861,137.17,0.54,137.7,3,Priority,0,4,6,19,1.1,1,0,0,1
465777,4058.2069,4059.1608,4059.1797,0.9539,57.23,1.13,58.36,3,Standard,0,4,226,13,1.0,1,0,0,1
529958,4620.3665,4620.8608,4620.8759,0.4943,29.66,0.91,30.57,5,Standard,0,4,257,17,1.4,1,0,1,1
35748,310.4315,310.9908,311.0031,0.5594,33.56,0.74,34.3,2,Crew,0,4,18,9,1.2,1,0,1,1
544907,4750.0595,4751.9159,4751.9498,1.8564,111.38,2.03,113.42,5,Priority,0,4,264,21,0.5,1,0,0,1
452931,3946.0193,3946.7708,3946.7896,0.7515,45.09,1.13,46.22,2,Priority,0,4,220,9,1.2,1,0,1,1
490302,4274.2049,4274.7423,4274.7636,0.5374,32.24,1.28,33.52,2,Priority,0,4,238,13,1.0,1,0,0,1
552319,4814.6601,4815.3919,4815.4318,0.7318,43.91,2.39,46.3,2,Standard,0,4,268,13,1.0,1,0,0,1
525411,4580.5463,4582.0295,4582.2053,1.4832,88.99,10.55,99.54,2,Enhanced,1,4,255,13,1.0,1,0,0,1
140582,1220.2991,1221.1156,1221.1335,0.8166,48.99,1.07,50.07,4,Standard,0,4,68,19,1.1,1,0,0,1
303166,2641.6582,2643.2718,2643.2932,1.6136,96.82,1.28,98.1,1,Standard,0,4,147,18,1.3,1,0,1,1
453243,3948.4721,3949.3178,3949.3455,0.8456,50.74,1.67,52.4,2,Crew,0,4,220,11,1.0,1,0,0,1
631339,5505.5676,5506.4811,5506.5036,0.9135,54.81,1.35,56.15,4,Standard,0,4,306,20,0.8,1,0,0,1
299464,2611.3054,2611.3054,2611.3328,0.0,0.0,1.65,1.65,4,Standard,0,4,146,6,0.8,0,1,0,0
14075,120.6917,121.6566,121.6842,0.9649,57.89,1.66,59.56,4,Standard,0,4,7,17,1.4,1,0,1,1
597865,5214.8509,5215.3645,5215.3824,0.5135,30.81,1.08,31.89,4,Standard,0,4,290,17,1.4,1,0,1,1
97294,843.1319,844.797,844.8532,1.6651,99.91,3.37,103.28,1,Standard,0,4,47,20,0.8,1,0,0,1
283026,2468.8407,2469.1833,2469.229,0.3425,20.55,2.75,23.3,5,Enhanced,0,4,138,7,1.4,1,0,1,1
464462,4046.2872,4046.9548,4046.9838,0.6676,40.05,1.74,41.8,5,Standard,0,4,225,19,1.1,1,0,0,1
639221,5575.438,5576.3773,5576.4001,0.9392,56.35,1.37,57.73,5,Standard,0,4,310,18,1.3,1,0,1,1
689282,6010.1887,6011.5778,6011.6117,1.3892,83.35,2.03,85.38,4,Standard,0,4,334,21,0.5,1,0,0,1
495296,4316.7451,4318.0482,4318.0624,1.3031,78.19,0.85,79.04,3,Standard,0,4,240,19,1.1,1,0,0,1
351221,3060.386,3060.5556,3060.5729,0.1696,10.17,1.04,11.21,2,Enhanced,0,4,171,5,0.3,0,0,0,1
306786,2672.9767,2673.6953,2673.7652,0.7186,43.12,4.2,47.31,5,Enhanced,0,4,149,13,1.0,1,0,0,1
83854,727.6058,728.2882,728.3149,0.6824,40.94,1.6,42.55,5,Standard,0,4,41,12,1.1,1,0,0,1
424940,3702.1603,3702.79,3702.8196,0.6297,37.78,1.78,39.56,5,Standard,0,4,206,17,1.4,1,0,1,1
398882,3477.5727,3478.2749,3478.3075,0.7021,42.13,1.96,44.09,3,Standard,0,4,194,8,1.5,1,0,1,1
509166,4438.5613,4438.6441,4438.6838,0.0828,4.97,2.38,7.35,4,Standard,0,4,247,15,0.8,0,1,0,0
32638,282.7379,283.3398,283.3725,0.602,36.12,1.96,38.08,2,Standard,0,4,16,17,1.4,1,0,1,1
561169,4892.9285,4893.3604,4893.3911,0.4319,25.91,1.84,27.76,1,Priority,0,4,272,19,1.1,1,0,0,1
653605,5700.7848,5701.5484,5701.5883,0.7635,45.81,2.4,48.21,3,Priority,0,4,317,17,1.4,1,0,1,1
616846,5378.5851,5379.5551,5379.581,0.97,58.2,1.55,59.76,2,Standard,0,4,299,19,1.1,1,0,0,1
128063,1111.7632,1113.5015,1113.5375,1.7382,104.29,2.16,106.45,2,Standard,0,4,62,18,1.3,1,0,1,1
418826,3649.2801,3649.7497,3649.7867,0.4696,28.18,2.22,30.39,5,Standard,0,4,203,18,1.3,1,0,1,1
139440,1210.7855,1211.587,1211.6053,0.8015,48.09,1.1,49.19,5,Standard,0,4,68,9,1.2,1,0,1,1
642969,5608.9947,5608.9947,5609.0515,0.0,0.0,3.41,3.41,3,Standard,0,2,312,15,0.8,0,1,0,0
381292,3321.4927,3321.4927,3321.5376,0.0,0.0,2.7,2.7,4,Standard,0,3,185,14,0.7,0,1,0,0
258464,2255.418,2256.7484,2257.1086,1.3303,79.82,21.62,101.44,2,Enhanced,1,4,126,10,0.8,1,0,0,1
452721,3944.714,3945.1238,3945.2238,0.4098,24.59,6.0,30.59,1,Enhanced,0,4,220,7,1.4,1,0,1,1
166898,1453.0498,1455.2413,1455.2791,2.1914,131.48,2.27,133.75,4,Standard,0,4,81,18,1.3,1,0,1,1
574107,5007.1132,5007.4869,5007.53,0.3738,22.43,2.58,25.01,3,Standard,0,4,279,8,1.5,1,0,1,1
164195,1429.877,1431.2062,1431.2233,1.3292,79.75,1.03,80.78,1,Standard,0,4,80,12,1.1,1,0,0,1
595221,5191.4222,5192.2729,5192.3067,0.8507,51.04,2.03,53.07,5,Standard,0,4,289,12,1.1,1,0,0,1
540849,4715.9028,4716.7493,4716.7645,0.8465,50.79,0.91,51.7,4,Standard,0,4,262,22,0.3,1,0,0,1
375391,3270.2557,3270.9113,3270.9275,0.6556,39.33,0.98,40.31,1,Priority,0,4,182,17,1.4,1,0,1,1
583036,5085.4619,5086.0818,5086.1463,0.62,37.2,3.87,41.07,4,Enhanced,0,4,283,14,0.7,1,0,0,1
546780,4765.6262,4767.1548,4767.171,1.5286,91.72,0.97,92.68,2,Standard,0,4,265,18,1.3,1,0,1,1
599253,5227.1441,5227.9965,5228.0138,0.8524,51.14,1.04,52.18,1,Priority,0,4,291,12,1.1,1,0,0,1
68934,598.573,599.4922,599.5175,0.9192,55.15,1.52,56.67,4,Standard,0,4,34,9,1.2,1,0,1,1
279783,2440.5176,2440.8665,2440.898,0.3489,20.93,1.89,22.82,5,Standard,0,4,136,15,0.8,1,0,0,1
497291,4333.7838,4335.091,4335.1152,1.3072,78.43,1.45,79.88,2,Standard,0,4,241,18,1.3,1,0,1,1
188109,1641.6328,1642.3597,1642.3733,0.7269,43.61,0.82,44.43,2,Standard,0,4,92,8,1.5,1,0,1,1
8569,74.3154,74.5346,74.5579,0.2192,13.15,1.4,14.55,3,Standard,0,4,5,7,1.4,0,0,1,1
332382,2895.0488,2895.585,2895.653,0.5362,32.17,4.08,36.25,4,Enhanced,0,4,161,20,0.8,1,0,0,1
102696,891.0087,892.267,892.3107,1.2584,75.5,2.62,78.12,1,Standard,0,4,50,14,0.7,1,0,0,1
262664,2291.4276,2292.494,2292.5666,1.0664,63.98,4.36,68.34,3,Enhanced,0,4,128,10,0.8,1,0,0,1
316601,2758.006,2758.8741,2758.8881,0.8681,52.09,0.84,52.93,1,Priority,0,4,154,9,1.2,1,0,1,1
39607,344.7887,345.4817,345.501,0.693,41.58,1.16,42.74,2,Standard,0,4,20,7,1.4,1,0,1,1
630280,5497.3213,5497.8299,5497.8674,0.5085,30.51,2.25,32.77,4,Standard,0,4,306,12,1.1,1,0,0,1
213221,1858.3417,1859.3186,1859.3425,0.9769,58.61,1.44,60.05,3,Standard,0,4,104,9,1.2,1,0,1,1
138318,1200.5995,1201.6239,1201.6942,1.0244,61.47,4.22,65.68,3,Enhanced,0,4,67,17,1.4,1,0,1,1
623644,5439.5704,5440.1442,5440.1984,0.5738,34.43,3.25,37.68,2,Standard,0,4,303,8,1.5,1,0,1,1
307955,2684.2504,2684.3636,2684.4105,0.1132,6.79,2.81,9.6,4,Standard,0,4,150,7,1.4,0,1,1,0
172880,1505.9826,1506.3448,1506.3662,0.3622,21.73,1.28,23.02,3,Standard,0,4,84,16,1.2,1,0,1,1
474266,4131.9625,4132.2291,4132.2503,0.2666,15.99,1.28,17.27,1,Standard,0,4,230,14,0.7,1,0,0,1
611980,5336.6865,5337.5553,5337.6123,0.8688,52.13,3.42,55.55,4,Standard,0,4,297,13,1.0,1,0,0,1
365831,3188.1064,3188.1145,3188.1258,0.0081,0.48,0.67,1.16,4,Standard,0,4,178,7,1.4,0,1,1,0
485860,4234.3533,4234.8343,4234.8656,0.481,28.86,1.88,30.74,1,Standard,0,4,236,9,1.2,1,0,1,1
287112,2504.455,2504.5629,2504.5798,0.1079,6.48,1.02,7.49,3,Standard,0,4,140,7,1.4,0,1,1,0
529512,4616.2837,4617.0612,4617.0807,0.7775,46.65,1.17,47.82,3,Standard,0,4,257,13,1.0,1,0,0,1
660887,5763.9718,5764.7797,5764.8244,0.808,48.48,2.68,51.16,2,Standard,0,4,321,8,1.5,1,0,1,1
189531,1652.6132,1653.9956,1654.0188,1.3824,82.94,1.39,84.33,1,Standard,0,4,92,19,1.1,1,0,0,1
20930,182.259,182.4691,182.5076,0.2101,12.61,2.31,14.92,1,Standard,0,4,11,7,1.4,0,0,1,1
202150,1763.8026,1764.085,1764.1052,0.2824,16.94,1.21,18.16,2,Standard,0,4,98,22,0.3,1,0,0,1
443788,3864.9491,3865.6243,3865.6373,0.6751,40.51,0.78,41.29,2,Priority,0,4,215,17,1.4,1,0,1,1
517748,4513.4913,4514.5747,4514.598,1.0834,65.0,1.4,66.4,4,Standard,0,4,251,18,1.3,1,0,1,1
270315,2357.6602,2357.7786,2357.8205,0.1184,7.11,2.51,9.62,4,Standard,0,4,131,22,0.3,0,1,0,0
393478,3429.0098,3429.8281,3429.8499,0.8182,49.09,1.31,50.4,5,Priority,0,4,191,14,0.7,1,0,0,1
374388,3261.861,3262.6321,3262.6871,0.7711,46.26,3.3,49.57,2,Standard,0,4,182,8,1.5,1,0,1,1
135336,1176.0242,1176.5539,1176.5825,0.5297,31.78,1.72,33.5,4,Standard,0,4,66,11,1.0,1,0,0,1
181100,1578.6241,1579.0621,1579.1322,0.438,26.28,4.21,30.49,4,Enhanced,0,4,88,17,1.4,1,0,1,1
200948,1753.1595,1754.0983,1754.1357,0.9388,56.33,2.24,58.57,3,Standard,0,4,98,12,1.1,1,0,0,1
120791,1048.8842,1050.1457,1050.1551,1.2614,75.69,0.57,76.25,3,Priority,0,4,59,9,1.2,1,0,1,1
709252,6184.9479,6186.3745,6186.408,1.4267,85.6,2.0,87.61,3,Standard,0,4,344,15,0.8,1,0,0,1
240692,2100.187,2100.421,2100.4558,0.234,14.04,2.09,16.13,4,Standard,0,4,117,17,1.4,0,0,1,1
734911,6409.1039,6409.1109,6409.1361,0.0071,0.43,1.51,1.94,1,Enhanced,0,4,357,6,0.8,0,1,0,0
321821,2803.2379,2804.3258,2804.4352,1.088,65.28,6.56,71.84,1,Enhanced,0,4,156,18,1.3,1,0,1,1
11002,94.44,95.5017,95.5207,1.0617,63.7,1.14,64.84,4,Crew,0,4,6,9,1.2,1,0,1,1
158578,1381.5957,1381.9444,1381.9837,0.3487,20.92,2.36,23.28,4,Standard,0,4,77,18,1.3,1,0,1,1
260169,2270.8713,2271.2709,2271.2921,0.3996,23.97,1.27,25.24,5,Standard,0,4,127,7,1.4,1,0,1,1
481754,4197.7274,4198.7461,4198.7731,1.0188,61.13,1.62,62.74,1,Standard,0,4,234,8,1.5,1,0,1,1
325667,2837.3085,2837.947,2837.96,0.6386,38.31,0.78,39.09,1,Priority,0,4,158,16,1.2,1,0,1,1
515067,4490.7289,4491.5923,4491.6176,0.8634,51.8,1.51,53.32,1,Standard,0,4,250,13,1.0,1,0,0,1
550217,4795.9001,4796.6646,4796.7175,0.7645,45.87,3.17,49.04,2,Standard,0,4,267,12,1.1,1,0,0,1
554029,4830.2971,4830.8318,4830.859,0.5347,32.08,1.63,33.72,5,Standard,0,4,269,11,1.0,1,0,0,1
476766,4153.2932,4153.908,4153.9412,0.6148,36.89,2.0,38.88,4,Standard,0,4,231,18,1.3,1,0,1,1
705182,6149.9197,6150.3608,6150.3772,0.441,26.46,0.99,27.45,1,Standard,0,4,342,16,1.2,1,0,1,1
630503,5499.0412,5499.4081,5499.4493,0.3669,22.01,2.47,24.49,1,Standard,0,4,306,14,0.7,1,0,0,1
140118,1217.2928,1217.3072,1217.3283,0.0144,0.86,1.27,2.13,4,Standard,0,4,68,16,1.2,0,1,1,0
245105,2138.188,2139.5741,2139.5944,1.3862,83.17,1.22,84.39,5,Enhanced,0,4,119,19,1.1,1,0,0,1
72806,632.7605,633.2012,633.2406,0.4407,26.44,2.37,28.81,5,Standard,0,4,36,7,1.4,1,0,1,1
142602,1238.4362,1238.6634,1238.6884,0.2272,13.63,1.5,15.14,3,Priority,0,4,69,19,1.1,0,0,0,1
117176,1016.7798,1017.0482,1017.0723,0.2683,16.1,1.45,17.54,4,Standard,0,4,57,13,1.0,1,0,0,1
743037,6479.3638,6479.4338,6479.457,0.07,4.2,1.39,5.59,2,Standard,0,4,360,22,0.3,0,1,0,0
584790,5101.0836,5101.2711,5101.2929,0.1875,11.25,1.31,12.55,4,Priority,0,4,284,12,1.1,0,0,0,1
348668,3037.0847,3037.9344,3037.9501,0.8498,50.99,0.94,51.92,3,Standard,0,4,169,18,1.3,1,0,1,1
429536,3741.3211,3743.0598,3743.1038,1.7387,104.32,2.64,106.96,4,Enhanced,0,4,208,20,0.8,1,0,0,1
685552,5979.4166,5979.9355,5979.9613,0.5189,31.13,1.55,32.69,3,Standard,0,4,333,8,1.5,1,0,1,1
123504,1072.6761,1073.5876,1073.6154,0.9114,54.69,1.67,56.36,2,Standard,0,4,60,15,0.8,1,0,0,1
374005,3259.4805,3259.4823,3259.5102,0.0017,0.1,1.67,1.78,1,Standard,0,4,182,6,0.8,0,1,0,0
